,R_fighter,B_fighter,win_by,last_round,date,location,Fight_type,Winner,indexfighter1,Agefighter1,weight_classfighter1,height_cmfighter1,reach_cmfighter1,ape_indexfighter1,Number_of_fightsfighter1,win_percentagefighter1,O_SLpMfighter1,O_StrPctfighter1,D_SApMfighter1,D_StrPctfighter1,O_TdAvgfighter1,O_TdAccfighter1,O_SubAvgfighter1,D_TdPctfighter1,weightfighter1,indexfighter2,Agefighter2,weight_classfighter2,height_cmfighter2,reach_cmfighter2,ape_indexfighter2,Number_of_fightsfighter2,win_percentagefighter2,O_SLpMfighter2,O_StrPctfighter2,D_SApMfighter2,D_StrPctfighter2,O_TdAvgfighter2,O_TdAccfighter2,O_SubAvgfighter2,D_TdPctfighter2,weightfighter2
4189,Jonathan Brookins,Erik Koch,Decision - Unanimous,3,"September 17, 2011","New Orleans, Louisiana, USA",Featherweight Bout,0,1763,36,Featherweight 145 lb,183.0,188.0,1.0273224043715847,26,0.6153846153846154,2.69,0.39,3.63,0.56,1.94,0.17,0.3,0.8,145,48,33,Welterweight 170 lb,178.0,180.0,1.0112359550561798,22,0.7272727272727273,2.33,0.42,2.82,0.47,1.02,0.42,1.0,0.81,170
4190,Cody McKenzie,Vagner Rocha,Submission,2,"September 17, 2011","New Orleans, Louisiana, USA",Lightweight Bout,0,389,34,Lightweight 155 lb,183.0,183.0,1.0,26,0.6153846153846154,1.74,0.34,2.5,0.67,2.5,0.25,2.5,0.14,155,1043,39,Lightweight 155 lb,178.0,185.0,1.0393258426966292,18,0.7777777777777778,2.64,0.42,4.5,0.48,1.4,0.33,1.9,0.5,155
4191,Alan Belcher,Jason MacDonald,KO/TKO,1,"September 17, 2011","New Orleans, Louisiana, USA",Middleweight Bout,1,1854,37,Middleweight 185 lb,188.0,190.0,1.0106382978723405,26,0.6923076923076923,2.7,0.41,3.1,0.59,0.44,0.26,0.9,0.55,185,512,46,Middleweight 185 lb,190.0,203.0,1.068421052631579,41,0.6097560975609756,1.55,0.52,2.7,0.46,1.43,0.16,2.0,0.35,185
4192,Donny Walker,Ken Stone,Submission,1,"September 17, 2011","New Orleans, Louisiana, USA",Bantamweight Bout,0,1498,42,Bantamweight 135 lb,175.0,175.0,1.0,25,0.6,1.81,0.37,3.85,0.46,0.0,0.0,1.7,0.57,135,832,39,Bantamweight 135 lb,173.0,180.0,1.0404624277456649,15,0.7333333333333333,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,135
4193,Clay Harvison,Seth Baczynski,Submission,2,"September 17, 2011","New Orleans, Louisiana, USA",Welterweight Bout,0,2615,41,Welterweight 170 lb,185.0,188.0,1.0162162162162165,19,0.6842105263157895,3.29,0.48,3.91,0.58,0.66,1.0,1.3,0.68,170,1909,40,Welterweight 170 lb,190.0,190.0,1.0,34,0.5882352941176471,3.08,0.31,3.14,0.51,0.89,0.16,0.8,0.48,170
4194,Jorge Lopez,Justin Edwards,Decision - Unanimous,3,"September 17, 2011","New Orleans, Louisiana, USA",Welterweight Bout,0,136,33,Welterweight 170 lb,178.0,178.0,1.0,16,0.6875,2.47,0.59,2.57,0.5,3.5,0.41,0.0,0.81,170,2252,39,Lightweight 155 lb,178.0,178.0,1.0,14,0.6428571428571429,2.68,0.42,3.32,0.51,2.14,0.26,1.0,0.27,155
4195,Robert Peralta,Mike Lullo,Decision - Unanimous,3,"September 17, 2011","New Orleans, Louisiana, USA",Featherweight Bout,1,739,35,Featherweight 145 lb,173.0,180.0,1.0404624277456649,26,0.6923076923076923,3.76,0.44,2.97,0.53,0.59,0.66,0.0,0.65,145,126,42,Featherweight 145 lb,173.0,173.0,1.0,11,0.7272727272727273,2.48,0.36,4.84,0.4,1.18,0.11,0.6,0.0,145
4196,Mike Stumpf,TJ Waldburger,Submission,1,"September 17, 2011","New Orleans, Louisiana, USA",Welterweight Bout,0,817,35,Welterweight 170 lb,178.0,178.0,1.0,15,0.7333333333333333,3.34,0.43,8.85,0.47,1.59,0.25,0.8,0.33,170,1501,33,Welterweight 170 lb,180.0,190.0,1.0555555555555556,25,0.64,2.02,0.51,2.39,0.4,3.03,0.46,4.8,0.4,170
4197,Anderson Silva,Yushin Okami,KO/TKO,2,"August 27, 2011","Rio de Janeiro, Brazil",UFC Middleweight Title Bout,1,979,46,Middleweight 185 lb,188.0,196.0,1.0425531914893618,45,0.7555555555555555,3.05,0.61,2.05,0.6,0.5,0.77,0.8,0.69,185,636,40,Welterweight 170 lb,188.0,190.0,1.0106382978723405,46,0.7391304347826086,2.06,0.38,2.25,0.6,1.98,0.39,0.5,0.84,170
4198,Antonio Rodrigo Nogueira,Brendan Schaub,KO/TKO,1,"August 27, 2011","Rio de Janeiro, Brazil",Heavyweight Bout,1,534,45,Heavyweight 265 lb,190.0,196.0,1.0315789473684212,45,0.7555555555555555,1.95,0.42,2.4,0.55,1.3,0.29,2.4,0.36,240,1120,38,Heavyweight 265 lb,193.0,198.0,1.0259067357512954,15,0.6666666666666666,2.92,0.37,2.22,0.57,2.32,0.46,0.4,0.72,245
4199,Rousimar Palhares,Dan Miller,Decision - Unanimous,3,"August 27, 2011","Rio de Janeiro, Brazil",Middleweight Bout,1,775,42,Welterweight 170 lb,173.0,180.0,1.0404624277456649,27,0.7037037037037037,1.75,0.51,2.04,0.59,3.93,0.45,4.1,0.0,170,347,40,Middleweight 185 lb,185.0,188.0,1.0162162162162165,22,0.6363636363636364,2.03,0.36,3.06,0.49,1.67,0.54,1.8,0.47,185
4200,Ross Pearson,Edson Barboza,Decision - Split,3,"August 27, 2011","Rio de Janeiro, Brazil",Lightweight Bout,0,753,37,Lightweight 155 lb,173.0,175.0,1.0115606936416186,36,0.5555555555555556,3.68,0.4,4.09,0.62,0.74,0.35,0.0,0.75,155,1888,36,Featherweight 145 lb,180.0,190.0,1.0555555555555556,32,0.6875,4.11,0.44,4.19,0.59,0.4,0.44,0.1,0.78,145
4201,Spencer Fisher,Thiago Tavares,KO/TKO,2,"August 27, 2011","Rio de Janeiro, Brazil",Lightweight Bout,0,2309,45,Lightweight 155 lb,170.0,173.0,1.0176470588235291,33,0.7272727272727273,3.17,0.43,3.03,0.64,0.67,0.3,0.8,0.6,155,1315,37,Featherweight 145 lb,170.0,178.0,1.0470588235294118,29,0.7241379310344828,2.0,0.4,2.31,0.62,3.83,0.42,1.5,0.62,145
4202,Paulo Thiago,David Mitchell,Decision - Unanimous,3,"August 27, 2011","Rio de Janeiro, Brazil",Welterweight Bout,1,1293,41,Welterweight 170 lb,180.0,188.0,1.0444444444444445,27,0.6666666666666666,1.71,0.39,1.99,0.63,1.42,0.31,1.2,0.63,170,327,42,Welterweight 170 lb,183.0,190.0,1.0382513661202186,29,0.7586206896551724,1.74,0.32,2.06,0.55,0.66,0.5,2.0,0.29,170
4203,Mauricio Rua,Forrest Griffin,KO/TKO,1,"August 27, 2011","Rio de Janeiro, Brazil",Light Heavyweight Bout,1,944,40,Light Heavyweight 205 lb,185.0,193.0,1.0432432432432432,40,0.675,3.57,0.5,2.71,0.54,2.12,0.48,0.8,0.47,205,2376,42,Light Heavyweight 205 lb,190.0,196.0,1.0315789473684212,26,0.7307692307692307,4.38,0.36,2.81,0.61,1.05,0.48,0.7,0.57,205
4204,Stanislav Nedkov,Luiz Cane,KO/TKO,1,"August 27, 2011","Rio de Janeiro, Brazil",Light Heavyweight Bout,1,565,40,Light Heavyweight 205 lb,180.0,180.0,1.0,14,0.8571428571428571,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,205,2064,40,Middleweight 185 lb,188.0,196.0,1.0425531914893618,24,0.7083333333333334,4.79,0.41,5.0,0.6,0.56,0.28,0.3,1.0,185
4205,Erick Silva,Luis Ramos,KO/TKO,1,"August 27, 2011","Rio de Janeiro, Brazil",Welterweight Bout,1,971,37,Welterweight 170 lb,183.0,188.0,1.0273224043715847,28,0.6785714285714286,2.5,0.48,4.18,0.49,0.85,0.35,1.4,0.56,170,1186,41,Welterweight 170 lb,173.0,173.0,1.0,32,0.625,2.4,0.35,5.6,0.42,1.5,0.2,0.0,1.0,170
4206,Ian Loveland,Yves Jabouin,Decision - Split,3,"August 27, 2011","Rio de Janeiro, Brazil",Bantamweight Bout,0,130,38,Featherweight 145 lb,173.0,173.0,1.0,28,0.6428571428571429,2.71,0.4,2.36,0.64,1.0,0.37,0.3,0.69,145,1700,42,Bantamweight 135 lb,170.0,173.0,1.0176470588235291,31,0.6451612903225806,3.06,0.41,2.93,0.62,1.94,0.6,0.1,0.82,135
4207,Felipe Arantes,Iuri Alcantara,Decision - Unanimous,3,"August 27, 2011","Rio de Janeiro, Brazil",Featherweight Bout,0,1598,34,Bantamweight 135 lb,173.0,185.0,1.069364161849711,29,0.6206896551724138,2.37,0.45,2.66,0.64,0.93,0.47,0.7,0.41,135,1669,41,Bantamweight 135 lb,175.0,180.0,1.0285714285714285,45,0.7777777777777778,2.72,0.45,2.79,0.49,1.44,0.62,0.8,0.6,135
4208,Johnny Eduardo,Raphael Assuncao,Decision - Unanimous,3,"August 27, 2011","Rio de Janeiro, Brazil",Bantamweight Bout,0,2254,43,Bantamweight 135 lb,170.0,180.0,1.0588235294117647,41,0.6829268292682927,2.95,0.39,3.22,0.63,0.22,0.2,0.4,0.58,135,1576,39,Bantamweight 135 lb,165.0,168.0,1.018181818181818,36,0.75,3.2,0.4,2.34,0.68,1.44,0.38,0.3,0.77,135
4209,Duane Ludwig,Amir Sadollah,Decision - Unanimous,3,"August 14, 2011","Milwaukee, Wisconsin, USA",Welterweight Bout,1,127,43,Welterweight 170 lb,178.0,178.0,1.0,35,0.6,4.62,0.44,3.05,0.57,0.43,0.25,0.1,0.59,170,1237,41,Welterweight 170 lb,178.0,190.0,1.0674157303370786,11,0.5454545454545454,4.71,0.46,3.55,0.6,0.57,0.27,0.3,0.6,170
4210,Jim Miller,Benson Henderson,Decision - Unanimous,3,"August 14, 2011","Milwaukee, Wisconsin, USA",Lightweight Bout,0,346,38,Lightweight 155 lb,173.0,180.0,1.0404624277456649,50,0.68,2.78,0.41,2.92,0.59,1.61,0.43,1.8,0.47,155,2592,38,Welterweight 170 lb,175.0,178.0,1.0171428571428571,31,0.7741935483870968,2.93,0.45,1.79,0.63,2.4,0.45,0.8,0.63,170
4211,Ed Herman,Kyle Noke,Submission,1,"August 14, 2011","Milwaukee, Wisconsin, USA",Middleweight Bout,1,2583,41,Light Heavyweight 205 lb,185.0,196.0,1.0594594594594595,42,0.6428571428571429,3.28,0.48,3.52,0.42,2.08,0.48,1.1,0.59,205,531,41,Welterweight 170 lb,185.0,193.0,1.0432432432432432,33,0.6666666666666666,3.23,0.5,2.09,0.64,1.53,0.54,0.8,0.66,170
4212,Karlos Vemola,Ronny Markes,Decision - Unanimous,3,"August 14, 2011","Milwaukee, Wisconsin, USA",Light Heavyweight Bout,0,1387,36,Middleweight 185 lb,183.0,190.0,1.0382513661202186,22,0.7727272727272727,1.67,0.44,2.13,0.37,1.93,0.25,1.7,0.31,185,459,33,Middleweight 185 lb,185.0,190.0,1.027027027027027,22,0.7727272727272727,2.17,0.53,2.43,0.45,3.13,0.4,0.5,1.0,185
4213,Jared Hamman,CB Dollaway,KO/TKO,2,"August 14, 2011","Milwaukee, Wisconsin, USA",Middleweight Bout,1,2630,40,Middleweight 185 lb,190.0,190.0,1.0,20,0.7,5.15,0.42,3.93,0.55,1.57,0.46,0.0,0.3,185,2119,38,Middleweight 185 lb,188.0,193.0,1.0265957446808511,26,0.6538461538461539,2.65,0.47,2.58,0.54,3.55,0.54,1.2,0.62,185
4214,Eddie Wineland,Joseph Benavidez,Decision - Unanimous,3,"August 14, 2011","Milwaukee, Wisconsin, USA",Bantamweight Bout,0,1428,37,Bantamweight 135 lb,170.0,175.0,1.0294117647058822,40,0.6,3.4,0.29,3.66,0.69,0.34,0.33,0.1,0.86,135,1849,37,Flyweight 125 lb,163.0,165.0,1.012269938650307,36,0.7777777777777778,3.52,0.34,2.67,0.61,1.41,0.3,0.6,0.62,125
4215,Dan Hardy,Chris Lytle,Submission,3,"August 14, 2011","Milwaukee, Wisconsin, USA",Welterweight Bout,0,2624,39,Welterweight 170 lb,183.0,188.0,1.0273224043715847,35,0.7142857142857143,2.46,0.35,3.44,0.51,0.73,0.35,0.4,0.35,170,15,47,Welterweight 170 lb,180.0,173.0,0.9611111111111112,54,0.5740740740740741,3.76,0.45,3.03,0.58,0.7,0.55,2.4,0.55,170
4216,Donald Cerrone,Charles Oliveira,KO/TKO,1,"August 14, 2011","Milwaukee, Wisconsin, USA",Lightweight Bout,1,2021,38,Welterweight 170 lb,185.0,185.0,1.0,52,0.6923076923076923,4.43,0.46,4.49,0.53,1.18,0.33,1.2,0.74,170,630,32,Lightweight 155 lb,178.0,188.0,1.0561797752808988,40,0.8,3.44,0.53,3.13,0.52,2.5,0.41,2.8,0.57,155
