name,index,Age,weight_class,height_cm,reach_cm,ape_index,Number_of_fights,win_percentage,O_SLpM,O_StrPct,D_SApM,D_StrPct,O_TdAvg,O_TdAcc,O_SubAvg,D_TdPct,weight
Teddy Ash,1584,32,Middleweight 185 lb,185.0,185.0,1.0,19,0.7368421052631579,7.27,0.61,6.8,0.28,0.0,0.0,0.0,1.0,185
Cesar Arzamendia,1585,31,Lightweight 155 lb,180.0,180.0,1.0,11,0.7272727272727273,5.37,0.45,5.2,0.56,7.32,0.75,2.4,0.0,155
Antonio Arroyo,1586,32,Middleweight 185 lb,190.0,185.0,0.9736842105263158,14,0.6428571428571429,2.82,0.66,2.02,0.5,1.14,0.41,0.2,0.41,185
Matt Arroyo,1587,39,Welterweight 170 lb,178.0,183.0,1.0280898876404494,6,0.5,1.62,0.47,2.01,0.58,2.12,0.36,5.3,1.0,170
Akbarh Arreola,1588,39,Lightweight 155 lb,178.0,180.0,1.0112359550561798,35,0.6571428571428571,2.32,0.45,4.01,0.56,1.07,1.0,0.4,0.33,155
Chalid Arrab,1589,46,Light Heavyweight 205 lb,180.0,180.0,1.0,10,0.7,1.56,0.34,1.63,0.56,3.05,0.75,1.0,0.37,205
Ricardo Arona,1590,43,Light Heavyweight 205 lb,180.0,180.0,1.0,19,0.7368421052631579,1.66,0.48,1.15,0.57,2.41,0.48,1.2,0.58,205
Austin Arnett,1591,30,Featherweight 145 lb,183.0,183.0,1.0,22,0.7272727272727273,4.52,0.41,6.38,0.62,0.44,0.18,0.2,0.57,145
Andrei Arlovski,1592,43,Heavyweight 265 lb,190.0,196.0,1.0315789473684212,53,0.6226415094339622,3.72,0.44,3.09,0.57,0.42,0.36,0.2,0.78,240
Hashem Arkhagha,1593,32,Middleweight 185 lb,188.0,190.0,1.0106382978723405,7,0.8571428571428571,1.84,0.44,8.97,0.43,0.0,0.0,0.0,0.5,185
Art Arciniega,1594,40,Featherweight 145 lb,173.0,173.0,1.0,22,0.6818181818181818,1.53,0.46,2.73,0.51,0.0,0.0,1.0,0.5,145
Julio Arce,1595,32,Featherweight 145 lb,170.0,178.0,1.0470588235294118,22,0.7727272727272727,4.14,0.35,3.05,0.67,0.49,0.3,0.5,0.93,145
Viviane Araujo,1596,35,Flyweight 125 lb,163.0,173.0,1.0613496932515338,13,0.7692307692307693,5.14,0.47,5.48,0.59,2.1,0.6,0.3,0.94,125
Igor Araujo,1597,41,Welterweight 170 lb,185.0,196.0,1.0594594594594595,34,0.7352941176470589,1.52,0.42,2.86,0.49,0.86,0.15,0.6,0.22,170
Felipe Arantes,1598,34,Bantamweight 135 lb,173.0,185.0,1.069364161849711,29,0.6206896551724138,2.37,0.45,2.66,0.64,0.93,0.47,0.7,0.41,135
Romie Aram,1599,44,Welterweight 170 lb,178.0,178.0,1.0,8,0.875,1.8,0.35,2.83,0.5,2.5,0.62,0.0,0.83,170
Kenji Arai,1600,42,Featherweight 145 lb,178.0,178.0,1.0,35,0.42857142857142855,8.79,0.27,10.29,0.39,0.0,0.0,0.0,0.0,145
Erik Apple,1601,44,Welterweight 170 lb,183.0,183.0,1.0,13,0.7692307692307693,0.0,0.0,0.54,0.81,0.0,0.0,8.1,0.0,170
Josh Appelt,1602,38,Heavyweight 265 lb,178.0,178.0,1.0,22,0.6818181818181818,1.35,0.4,11.5,0.32,0.0,0.0,0.0,0.33,255
Aoriqileng,1603,28,Bantamweight 135 lb,170.0,175.0,1.0294117647058822,27,0.6666666666666666,6.03,0.45,8.3,0.49,2.0,0.57,0.0,0.54,135
Shinya Aoki,1604,38,Lightweight 155 lb,180.0,180.0,1.0,46,0.8478260869565217,0.97,0.58,1.25,0.58,2.54,0.41,4.0,0.6,154
Shinsho Anzai,1605,36,Welterweight 170 lb,170.0,178.0,1.0470588235294118,13,0.7692307692307693,3.23,0.58,3.75,0.45,1.83,0.16,0.0,0.75,170
Azunna Anyanwu,1606,40,Heavyweight 265 lb,185.0,185.0,1.0,19,0.7368421052631579,2.47,0.42,2.47,0.69,0.65,1.0,0.0,0.0,251
Adam Antolin,1607,40,Flyweight 125 lb,165.0,160.0,0.9696969696969697,15,0.8,5.73,0.52,5.0,0.69,0.0,0.0,0.0,1.0,125
Gadzhimurad Antigulov,1608,35,Light Heavyweight 205 lb,180.0,178.0,0.9888888888888889,28,0.7142857142857143,2.08,0.55,4.21,0.4,5.08,0.36,1.4,0.0,205
Magomed Ankalaev,1609,29,Light Heavyweight 205 lb,190.0,190.0,1.0,17,0.9411764705882353,3.6,0.55,2.05,0.62,1.15,0.31,0.0,0.85,205
Yoji Anjo,1610,54,Light Heavyweight 205 lb,180.0,180.0,1.0,6,0.0,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,205
Chad Anheliger,1611,35,Bantamweight 135 lb,168.0,163.0,0.9702380952380952,17,0.7058823529411765,3.99,0.54,3.33,0.5,0.0,0.0,1.6,0.52,135
Collin Anglin,1612,29,Featherweight 145 lb,175.0,180.0,1.0285714285714285,11,0.7272727272727273,4.59,0.48,5.54,0.51,2.28,0.66,0.0,1.0,145
Julius Anglickas,1613,30,Light Heavyweight 205 lb,190.0,190.0,1.0,6,0.8333333333333334,4.62,0.78,1.86,0.5,4.47,0.5,1.1,0.6,205
Reese Andy,1614,48,Light Heavyweight 205 lb,183.0,183.0,1.0,10,0.7,2.87,0.5,3.5,0.58,0.67,0.2,0.0,0.4,205
Dylan Andrews,1615,42,Middleweight 185 lb,185.0,188.0,1.0162162162162163,25,0.72,2.21,0.5,2.72,0.46,2.83,0.5,0.4,0.57,185
Viscardi Andrade,1616,38,Welterweight 170 lb,180.0,190.0,1.0555555555555556,25,0.76,3.26,0.42,2.77,0.63,1.93,0.5,0.3,0.66,170
Jessica Andrade,1617,30,Flyweight 125 lb,155.0,157.0,1.0129032258064516,31,0.7096774193548387,6.24,0.5,5.21,0.53,2.9,0.55,0.4,0.66,125
Alex Andrade,1618,47,Light Heavyweight 205 lb,180.0,180.0,1.0,15,0.6666666666666666,0.2,0.36,2.6,0.53,0.0,0.0,0.8,0.25,200
Megan Anderson,1619,32,Featherweight 145 lb,183.0,183.0,1.0,16,0.6875,1.76,0.46,3.35,0.37,0.52,0.25,0.5,0.53,145
Derek Anderson,1620,32,Lightweight 155 lb,183.0,183.0,1.0,17,0.8235294117647058,3.97,0.37,3.08,0.61,0.34,0.14,0.0,0.6,155
Corey Anderson,1621,32,Light Heavyweight 205 lb,190.0,201.0,1.0578947368421052,19,0.7368421052631579,4.43,0.46,2.22,0.59,4.89,0.5,0.0,0.83,205
Eryk Anders,1622,34,Middleweight 185 lb,185.0,190.0,1.027027027027027,20,0.7,3.16,0.47,3.93,0.51,1.44,0.31,0.1,0.74,185
Karl Amoussou,1623,36,Middleweight 185 lb,180.0,180.0,1.0,36,0.75,1.47,0.34,2.67,0.54,0.0,0.0,1.0,0.25,185
Makwan Amirkhani,1624,33,Featherweight 145 lb,178.0,183.0,1.0280898876404494,23,0.6956521739130435,1.37,0.44,2.43,0.51,4.12,0.43,1.1,0.57,145
Alen Amedovski,1625,33,Middleweight 185 lb,178.0,188.0,1.0561797752808988,10,0.8,0.52,0.28,3.14,0.37,0.0,0.0,0.0,0.0,185
Jimmy Ambriz,1626,52,Super Heavyweight,188.0,188.0,1.0,39,0.4358974358974359,0.83,0.29,3.76,0.4,3.13,0.57,0.8,1.0,315
Maiara Amanajas dos Santos,1627,34,Strawweight 115 lb,165.0,165.0,1.0,10,0.7,5.53,0.35,24.47,0.33,0.0,0.0,0.0,1.0,115
Adlan Amagov,1628,35,Welterweight 170 lb,188.0,193.0,1.0265957446808511,17,0.8235294117647058,3.29,0.47,0.82,0.78,5.84,0.56,0.0,1.0,170
Sam Alvey,1629,35,Middleweight 185 lb,188.0,190.0,1.0106382978723405,51,0.6470588235294118,3.3,0.44,3.57,0.53,0.07,0.16,0.1,0.82,185
Rafael Alves,1630,31,Lightweight 155 lb,173.0,173.0,1.0,30,0.6666666666666666,2.1,0.47,3.56,0.58,0.0,0.0,1.8,0.6,155
Warlley Alves,1631,31,Welterweight 170 lb,180.0,183.0,1.0166666666666666,20,0.75,3.07,0.48,3.63,0.51,1.42,0.52,1.1,0.78,170
Amilcar Alves,1632,33,Welterweight 170 lb,183.0,183.0,1.0,27,0.5555555555555556,0.5,0.46,2.02,0.3,0.0,0.0,0.0,0.53,170
Thiago Alves,1633,38,Welterweight 170 lb,175.0,178.0,1.0171428571428571,38,0.6052631578947368,3.73,0.41,3.42,0.62,0.71,0.6,0.3,0.63,170
Joel Alvarez,1634,29,Lightweight 155 lb,190.0,196.0,1.0315789473684212,21,0.9047619047619048,3.99,0.43,3.34,0.53,0.0,0.0,1.5,0.0,155
Jaime Alvarez,1635,34,Flyweight 125 lb,173.0,175.0,1.0115606936416186,7,0.8571428571428571,2.73,0.4,4.53,0.56,1.0,0.33,0.0,0.5,125
Eddie Alvarez,1636,38,Lightweight 155 lb,175.0,175.0,1.0,35,0.8285714285714286,4.32,0.41,4.39,0.55,2.92,0.36,0.5,0.92,155
Sean Alvarez,1637,50,Heavyweight 265 lb,183.0,183.0,1.0,7,0.5714285714285714,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0,235
Victor Altamirano,1638,31,Flyweight 125 lb,173.0,178.0,1.0289017341040463,11,0.9090909090909091,6.67,0.57,4.87,0.48,4.0,0.5,0.0,0.68,125
Ali AlQaisi,1639,31,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,13,0.6153846153846154,2.43,0.42,1.97,0.56,3.5,0.29,1.0,0.6,135
Sarah Alpar,1640,30,Bantamweight 135 lb,163.0,160.0,0.9815950920245399,15,0.6,2.36,0.44,6.06,0.38,1.61,0.26,0.4,0.2,135
Mauricio Alonso,1641,42,Welterweight 170 lb,188.0,188.0,1.0,20,0.65,5.74,0.34,1.91,0.67,0.0,0.0,0.0,0.0,170
Lucas Almeida,1642,31,Lightweight 155 lb,180.0,180.0,1.0,13,0.9230769230769231,6.4,0.46,7.67,0.47,0.0,0.0,0.0,0.5,155
Jailton Almeida,1643,30,Light Heavyweight 205 lb,190.0,201.0,1.0578947368421052,17,0.8823529411764706,3.28,0.54,0.72,0.12,7.68,0.71,1.5,0.5,205
Estefani Almeida,1644,33,Flyweight 125 lb,163.0,163.0,1.0,10,0.7,3.13,0.37,6.07,0.42,0.0,0.0,0.0,0.0,125
Ericka Almeida,1645,33,Strawweight 115 lb,168.0,168.0,1.0,10,0.7,1.07,0.39,3.33,0.43,0.5,0.33,0.0,0.37,115
Thomas Almeida,1646,30,Featherweight 145 lb,170.0,178.0,1.0470588235294118,27,0.8148148148148148,4.84,0.43,4.93,0.61,0.17,0.14,0.0,0.75,145
Magno Almeida,1647,36,Lightweight 155 lb,183.0,183.0,1.0,13,0.7692307692307693,1.67,0.36,2.6,0.41,0.0,0.0,5.0,0.4,155
Ricardo Almeida,1648,45,Welterweight 170 lb,183.0,188.0,1.0273224043715847,18,0.7222222222222222,2.02,0.49,1.2,0.61,3.74,0.38,1.2,0.31,170
Ben Alloway,1649,41,Welterweight 170 lb,180.0,193.0,1.0722222222222222,26,0.6923076923076923,1.28,0.49,1.9,0.59,0.62,0.5,0.0,0.26,170
Brendan Allen,1650,26,Middleweight 185 lb,188.0,190.0,1.0106382978723405,23,0.782608695652174,4.39,0.54,4.59,0.44,1.04,0.33,1.7,0.5,185
Arnold Allen,1651,28,Featherweight 145 lb,173.0,178.0,1.0289017341040463,18,0.9444444444444444,2.96,0.4,2.15,0.66,1.44,0.5,0.4,0.76,145
George Allen,1652,55,Light Heavyweight 205 lb,188.0,188.0,1.0,34,0.38235294117647056,0.8,0.38,3.1,0.43,0.0,0.0,0.0,0.5,205
John Allan,1653,29,Light Heavyweight 205 lb,185.0,190.0,1.027027027027027,20,0.65,3.56,0.42,5.74,0.52,1.4,0.71,0.8,0.5,205
Sultan Aliev,1654,37,Welterweight 170 lb,180.0,188.0,1.0444444444444445,18,0.8333333333333334,1.41,0.45,2.2,0.56,1.76,0.38,0.0,1.0,170
Bill Algeo,1655,32,Featherweight 145 lb,183.0,185.0,1.010928961748634,21,0.7142857142857143,5.88,0.53,4.43,0.43,0.8,0.44,0.0,0.55,145
Olaf Alfonso,1656,47,Welterweight 170 lb,188.0,188.0,1.0,20,0.4,1.65,0.38,4.77,0.53,0.37,0.07,0.7,0.22,170
Marcio Alexandre Junior,1657,32,Middleweight 185 lb,183.0,190.0,1.0382513661202186,21,0.8095238095238095,1.61,0.45,2.89,0.42,0.35,0.2,0.7,0.66,185
Kenneth Alexander,1658,44,Lightweight 155 lb,175.0,175.0,1.0,13,0.5384615384615384,0.88,0.19,2.2,0.66,4.71,0.26,0.0,0.0,155
Houston Alexander,1659,49,Light Heavyweight 205 lb,183.0,183.0,1.0,33,0.5151515151515151,3.06,0.54,3.2,0.52,1.19,0.57,0.0,0.33,205
John Alessio,1660,42,Lightweight 155 lb,178.0,183.0,1.0280898876404494,52,0.6730769230769231,2.1,0.39,2.91,0.54,1.85,0.38,1.2,0.7,155
Jim Alers,1661,35,Featherweight 145 lb,175.0,180.0,1.0285714285714285,16,0.8125,2.9,0.4,4.38,0.56,2.26,0.41,0.3,0.8,145
JJ Aldrich,1662,29,Flyweight 125 lb,165.0,170.0,1.0303030303030303,14,0.7142857142857143,4.05,0.44,4.56,0.61,0.82,0.41,0.0,0.68,125
Jose Aldo,1663,35,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,38,0.8157894736842105,3.61,0.46,3.74,0.6,0.51,0.54,0.2,0.9,135
Jose Alday,1664,30,Bantamweight 135 lb,170.0,173.0,1.0176470588235293,21,0.6666666666666666,3.13,0.44,3.13,0.58,0.0,0.0,0.0,0.57,135
Hector Aldana,1665,33,Welterweight 170 lb,180.0,183.0,1.0166666666666666,7,0.5714285714285714,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,170
Irene Aldana,1666,33,Bantamweight 135 lb,175.0,173.0,0.9885714285714285,19,0.6842105263157895,5.61,0.39,5.94,0.6,0.22,0.5,0.1,0.84,135
Gilbert Aldana,1667,44,Heavyweight 265 lb,185.0,185.0,1.0,8,0.75,2.91,0.54,6.26,0.26,2.57,0.4,0.0,0.33,250
Ildemar Alcantara,1668,39,Middleweight 185 lb,188.0,198.0,1.053191489361702,32,0.65625,1.93,0.38,2.63,0.5,2.0,0.68,0.9,0.81,185
Iuri Alcantara,1669,41,Bantamweight 135 lb,175.0,180.0,1.0285714285714285,45,0.7777777777777778,2.72,0.45,2.79,0.49,1.44,0.62,0.8,0.6,135
Aleksandra Albu,1670,31,Strawweight 115 lb,157.0,160.0,1.019108280254777,5,0.6,4.83,0.47,5.56,0.38,2.27,0.5,0.4,0.77,115
Junior Albini,1671,30,Heavyweight 265 lb,190.0,188.0,0.9894736842105263,20,0.7,3.98,0.51,6.08,0.52,1.54,0.37,0.0,1.0,264
John Albert,1672,35,Bantamweight 135 lb,173.0,173.0,1.0,11,0.5454545454545454,3.05,0.49,2.82,0.35,0.0,0.0,6.1,0.5,135
Amir Albazi,1673,28,Flyweight 125 lb,165.0,173.0,1.0484848484848486,15,0.9333333333333333,4.06,0.4,3.15,0.58,2.28,0.75,0.8,0.66,125
Alatengheili,1674,30,Bantamweight 135 lb,165.0,168.0,1.018181818181818,24,0.5833333333333334,2.75,0.32,5.1,0.58,1.75,0.33,0.0,0.72,135
Herdem Alacabek,1675,30,Light Heavyweight 205 lb,188.0,190.0,1.0106382978723405,6,0.8333333333333334,3.84,0.65,6.66,0.23,2.06,0.5,0.0,0.42,205
Mostapha Al-Turk,1676,48,Heavyweight 265 lb,188.0,196.0,1.0425531914893618,12,0.5,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,245
Razak Al-Hassan,1677,39,Light Heavyweight 205 lb,188.0,188.0,1.0,18,0.7222222222222222,3.27,0.39,3.14,0.6,0.65,0.14,0.0,0.57,205
Rostem Akman,1678,30,Welterweight 170 lb,178.0,183.0,1.0280898876404494,8,0.75,1.8,0.25,3.97,0.57,1.0,0.4,0.0,0.87,170
Yoshihiro Akiyama,1679,46,Welterweight 170 lb,178.0,190.0,1.0674157303370786,20,0.7,3.1,0.41,3.62,0.57,2.29,0.67,1.0,0.92,170
Omari Akhmedov,1680,34,Middleweight 185 lb,183.0,185.0,1.010928961748634,28,0.75,2.97,0.34,2.84,0.55,2.58,0.45,0.2,0.65,185
Hitomi Akano,1681,47,Bantamweight 135 lb,163.0,163.0,1.0,28,0.6428571428571429,0.59,0.45,2.58,0.55,0.0,0.0,0.5,0.08,135
Christian Aguilera,1682,30,Welterweight 170 lb,175.0,183.0,1.0457142857142858,22,0.6363636363636364,2.54,0.37,4.04,0.48,0.0,0.0,0.0,0.6,170
Kevin Aguilar,1683,33,Lightweight 155 lb,170.0,185.0,1.088235294117647,22,0.7727272727272727,3.96,0.4,4.81,0.52,0.16,0.16,0.0,0.78,155
Jessica Aguilar,1684,39,Strawweight 115 lb,160.0,160.0,1.0,28,0.7142857142857143,4.93,0.5,7.19,0.53,0.94,0.25,0.2,0.5,115
Mariya Agapova,1685,24,Flyweight 125 lb,168.0,173.0,1.0297619047619047,12,0.8333333333333334,5.2,0.53,4.63,0.53,0.85,0.66,0.8,0.33,125
Nick Agallar,1686,43,Lightweight 155 lb,173.0,173.0,1.0,30,0.8,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,155
Israel Adesanya,1687,32,Middleweight 185 lb,193.0,203.0,1.0518134715025906,23,0.9565217391304348,3.84,0.49,2.56,0.61,0.0,0.0,0.2,0.77,185
Zarrukh Adashev,1688,29,Flyweight 125 lb,165.0,165.0,1.0,7,0.5714285714285714,3.54,0.39,2.91,0.65,0.0,0.0,0.5,1.0,125
Anthony Adams,1689,34,Middleweight 185 lb,185.0,193.0,1.0432432432432432,10,0.8,3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,185
Juan Adams,1690,30,Heavyweight 265 lb,196.0,203.0,1.0357142857142858,8,0.625,7.09,0.55,4.06,0.34,0.91,0.66,0.0,0.57,265
Daniel Acacio,1691,44,Middleweight 185 lb,173.0,173.0,1.0,48,0.625,3.52,0.36,2.85,0.62,0.33,0.2,0.0,0.81,180
Klidson Abreu,1692,29,Light Heavyweight 205 lb,183.0,188.0,1.0273224043715847,19,0.7894736842105263,2.05,0.4,2.9,0.55,0.64,0.2,0.0,0.8,205
Ricardo Abreu,1693,37,Middleweight 185 lb,180.0,180.0,1.0,6,0.8333333333333334,3.79,0.31,3.98,0.68,2.13,0.42,0.7,1.0,185
Papy Abedi,1694,43,Middleweight 185 lb,180.0,180.0,1.0,14,0.7142857142857143,2.8,0.55,3.15,0.48,3.47,0.57,1.3,0.5,185
Daichi Abe,1695,30,Welterweight 170 lb,180.0,180.0,1.0,8,0.75,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,170
Shamil Abdurakhimov,1696,40,Heavyweight 265 lb,190.0,193.0,1.0157894736842106,26,0.7692307692307693,2.53,0.43,2.69,0.58,1.14,0.24,0.2,0.47,235
Danny Abbadi,1697,38,Lightweight 155 lb,180.0,180.0,1.0,10,0.4,3.29,0.38,4.41,0.57,0.0,0.0,0.0,0.77,155
Randa Markos,1698,36,Strawweight 115 lb,163.0,160.0,0.9815950920245399,24,0.4583333333333333,2.97,0.43,3.1,0.58,1.12,0.28,0.2,0.52,115
Chuck Liddell,1699,52,Light Heavyweight 205 lb,188.0,193.0,1.0265957446808511,29,0.7241379310344828,2.97,0.35,2.71,0.56,0.44,0.75,0.0,0.81,205
Yves Jabouin,1700,42,Bantamweight 135 lb,170.0,173.0,1.0176470588235293,31,0.6451612903225806,3.06,0.41,2.93,0.62,1.94,0.6,0.1,0.82,135
Aaron Jeffery,1701,29,Middleweight 185 lb,188.0,185.0,0.9840425531914894,13,0.7692307692307693,3.1,0.45,4.46,0.34,0.0,0.0,0.0,0.5,185
Joanna Jedrzejczyk,1702,34,Strawweight 115 lb,168.0,165.0,0.9821428571428571,20,0.8,6.3,0.48,3.08,0.64,0.28,0.62,0.1,0.81,115
Justin Jaynes,1703,32,Featherweight 145 lb,170.0,173.0,1.0176470588235293,24,0.6666666666666666,3.34,0.44,5.33,0.62,0.75,0.4,1.1,0.2,145
Jasmine Jasudavicius,1704,33,Flyweight 125 lb,170.0,173.0,1.0176470588235293,8,0.875,4.0,0.43,3.63,0.53,3.0,0.6,0.0,0.85,125
Cristiane Justino,1705,36,Featherweight 145 lb,173.0,173.0,1.0,23,0.9130434782608695,7.28,0.52,2.25,0.64,0.66,0.55,0.4,0.94,145
Hiroshi Izumi,1706,39,Light Heavyweight 205 lb,173.0,173.0,1.0,6,0.6666666666666666,1.95,0.37,2.65,0.66,3.35,0.7,0.5,1.0,205
Solomon Hutcherson,1707,49,Middleweight 185 lb,180.0,180.0,1.0,18,0.6111111111111112,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0,185
Mike Guymon,1708,47,Welterweight 170 lb,183.0,188.0,1.0273224043715847,22,0.6818181818181818,2.75,0.65,0.79,0.66,1.87,0.37,1.2,0.54,170
Katsuaki Furuki,1709,41,Welterweight 170 lb,183.0,183.0,1.0,2,0.5,0.27,0.1,2.67,0.39,0.0,0.0,3.0,0.0,168
Jessica Eye,1710,35,Flyweight 125 lb,168.0,168.0,1.0,25,0.6,3.96,0.36,4.19,0.56,0.55,0.44,0.5,0.57,125
Rolando Dy,1711,31,Featherweight 145 lb,173.0,175.0,1.0115606936416186,17,0.5294117647058824,3.04,0.37,4.47,0.52,0.3,0.2,0.0,0.68,145
Gleidson Cutis,1712,33,Lightweight 155 lb,175.0,175.0,1.0,11,0.6363636363636364,2.99,0.52,8.28,0.59,0.0,0.0,0.0,0.0,155
Ion Cutelaba,1713,28,Light Heavyweight 205 lb,185.0,190.0,1.027027027027027,23,0.6956521739130435,4.91,0.42,3.43,0.47,4.39,0.6,0.0,0.79,205
Charles Byrd,1714,38,Middleweight 185 lb,178.0,185.0,1.0393258426966292,17,0.5882352941176471,3.43,0.55,2.63,0.55,2.5,0.5,1.5,0.4,185
Dennis Buzukja,1715,24,Featherweight 145 lb,175.0,180.0,1.0285714285714285,6,0.6666666666666666,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0,145
JP Buys,1716,25,Bantamweight 135 lb,165.0,170.0,1.0303030303030303,13,0.6923076923076923,1.76,0.43,2.46,0.42,1.7,0.3,2.5,0.25,135
Raphael Butler,1717,38,Heavyweight 265 lb,190.0,190.0,1.0,12,0.75,4.69,0.45,0.94,0.91,0.0,0.0,14.1,1.0,261
Jason Butcher,1718,37,Middleweight 185 lb,190.0,190.0,1.0,12,0.8333333333333334,1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0,185
Eduardo Bustillos,1719,34,Bantamweight 135 lb,173.0,173.0,1.0,8,0.625,2.61,0.59,6.22,0.35,0.0,0.0,0.0,1.0,135
Murilo Bustamante,1720,55,Middleweight 185 lb,188.0,188.0,1.0,24,0.625,1.33,0.32,1.9,0.6,2.46,0.33,1.2,0.54,183
Dakota Bush,1721,27,Lightweight 155 lb,178.0,185.0,1.0393258426966292,12,0.6666666666666666,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0,155
Bubba Bush,1722,36,Middleweight 185 lb,183.0,183.0,1.0,11,0.7272727272727273,0.63,0.55,7.01,0.25,2.82,0.5,0.0,0.6,185
Nah-Shon Burrell,1723,32,Welterweight 170 lb,180.0,180.0,1.0,22,0.6818181818181818,4.83,0.47,3.45,0.56,0.0,0.0,0.3,0.52,170
Herbert Burns,1724,34,Featherweight 145 lb,175.0,185.0,1.0571428571428572,14,0.7857142857142857,1.67,0.45,5.02,0.33,4.64,0.83,2.8,0.75,145
Josh Burns,1725,43,Heavyweight 265 lb,185.0,185.0,1.0,18,0.4444444444444444,2.4,0.48,5.73,0.32,0.0,0.0,0.0,1.0,244
Gilbert Burns,1726,35,Welterweight 170 lb,178.0,180.0,1.0112359550561798,24,0.8333333333333334,3.12,0.46,2.9,0.55,2.16,0.36,0.6,0.5,170
Kevin Burns,1727,42,Welterweight 170 lb,178.0,188.0,1.0561797752808988,19,0.631578947368421,2.74,0.38,4.3,0.52,0.28,0.5,0.8,0.47,170
Mads Burnell,1728,28,Featherweight 145 lb,173.0,175.0,1.0115606936416186,12,0.75,1.28,0.41,2.71,0.51,3.45,0.47,0.4,0.22,145
Justin Burlinson,1729,24,Welterweight 170 lb,185.0,188.0,1.0162162162162163,7,0.8571428571428571,1.24,0.4,3.09,0.61,0.0,0.0,9.3,1.0,170
Joshua Burkman,1730,41,Welterweight 170 lb,178.0,183.0,1.0280898876404494,44,0.6363636363636364,2.69,0.43,3.13,0.51,2.53,0.36,0.3,0.72,170
Shane Burgos,1731,30,Featherweight 145 lb,180.0,190.0,1.0555555555555556,17,0.8235294117647058,7.95,0.52,6.69,0.57,0.24,1.0,0.1,0.91,145
Wuliji Buren,1732,33,Bantamweight 135 lb,175.0,175.0,1.0,15,0.6,1.63,0.42,2.96,0.56,3.38,0.42,0.4,0.71,135
Shawn Bunch,1733,38,Bantamweight 135 lb,165.0,165.0,1.0,10,0.7,0.0,0.0,1.55,0.55,0.0,0.0,0.0,0.5,135
Modestas Bukauskas,1734,28,Light Heavyweight 205 lb,190.0,198.0,1.0421052631578946,16,0.6875,3.59,0.37,4.54,0.52,0.0,0.0,0.0,1.0,205
Paul Buentello,1735,48,Heavyweight 265 lb,188.0,196.0,1.0425531914893618,52,0.6730769230769231,3.29,0.45,3.83,0.52,0.19,0.33,0.4,0.39,245
Mayra Bueno Silva,1736,30,Bantamweight 135 lb,168.0,168.0,1.0,10,0.7,3.82,0.53,5.22,0.55,0.0,0.0,1.1,0.71,135
Mike Budnik,1737,47,Featherweight 145 lb,175.0,173.0,0.9885714285714285,17,0.7647058823529411,0.65,0.52,0.95,0.53,0.0,0.0,3.4,0.0,145
Julia Budd,1738,38,Featherweight 145 lb,170.0,170.0,1.0,12,0.8333333333333334,2.42,0.74,1.18,0.47,3.6,0.57,0.0,0.83,145
Martin Buday,1739,30,Heavyweight 265 lb,193.0,196.0,1.0155440414507773,10,0.9,4.66,0.88,2.64,0.38,0.0,0.0,0.0,0.0,265
Joaquin Buckley,1740,27,Middleweight 185 lb,178.0,193.0,1.0842696629213484,18,0.7777777777777778,3.94,0.36,3.88,0.51,2.0,0.35,0.0,0.4,185
Courtney Buck,1741,39,Bantamweight 135 lb,178.0,178.0,1.0,23,0.5217391304347826,1.49,0.28,3.24,0.54,0.0,0.0,0.0,0.33,135
Justin Buchholz,1742,38,Lightweight 155 lb,183.0,185.0,1.010928961748634,25,0.6,2.35,0.26,4.14,0.51,0.0,0.0,0.8,0.33,155
Lukasz Brzeski,1743,29,Heavyweight 265 lb,193.0,198.0,1.0259067357512954,11,0.8181818181818182,5.78,0.53,3.1,0.51,2.17,0.66,2.2,1.0,236
Dennis Bryant,1744,36,Light Heavyweight 205 lb,183.0,183.0,1.0,7,0.7142857142857143,10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0,205
Josh Bryant,1745,41,Middleweight 185 lb,178.0,178.0,1.0,19,0.7894736842105263,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0,185
Derek Brunson,1746,38,Middleweight 185 lb,185.0,196.0,1.0594594594594595,31,0.7419354838709677,3.5,0.47,2.84,0.52,3.23,0.33,0.6,0.89,185
Fernando Bruno,1747,40,Featherweight 145 lb,168.0,168.0,1.0,19,0.7894736842105263,1.75,0.39,1.78,0.48,2.02,0.22,0.5,0.56,145
Steve Bruno,1748,40,Welterweight 170 lb,178.0,178.0,1.0,21,0.7142857142857143,0.96,0.52,3.38,0.36,1.94,0.25,0.4,0.46,170
